video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=ge6ZJ3ngO00&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ZeihanonGeopolitics,Zeihan on Geopolitics,US Congress Dysfunction: Blocking Aid to Ukraine || Peter Zeihan,227K,22 hours,We are taking a question from the 'Ask Peter' forum today - am I worried about Ukraine's dwindling weapon's supplies in light of ...,2024-01-30 08:58:01.044313
/watch?v=PHE_mKdwxhs&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@JakeBroe,Jake Broe,"Ukraine Military Aid ""Dead on Arrival"" According to Speaker Johnson",242K,1 day,"Russia is not going to be able to capture the Ukrainian city of Avdiivka prior to Putin's re-election in March, denying him any kind of ...",2024-01-30 08:58:10.237112
/watch?v=_vh-BJYneh0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@UATVEnglish,UATV English,MORE U.S. Aid for Ukraine Will Be Approved Already in 2024,22K,3 weeks,The USA has been the largest donor of financial and military aid to Ukraine since 2022 when Russia tried to conquer the country ...,2024-01-30 08:58:10.244394
/watch?v=FWh7OzmMsyI&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ATPGeo,ATP Geopolitics,Ukraine War Update NEWS (2024027b): Military Aid,12K,2 days,Here is today's UWU NEWS giving you all the nuggets you need to add to your understanding of events. Discord: ...,2024-01-30 08:58:10.250232
/watch?v=RXQYtuXAjzI&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@NBCNews,NBC News,"U.S. aid to Ukraine being stalled by domestic politics is ‘disturbing,’ says Ukrainian MP",9.8K,4 weeks,"Hours before the new year, Russia launched a record 90 drones into Ukraine. Ukrainian member of Parliament Kira Rudik ...",2024-01-30 08:58:10.263325
/watch?v=65ClGXn-rRY&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@dwnews,DW News,US approves 'final' military aid package to Ukraine | DW News,43K,1 month,"Ukrainian President Volodymyr Zelenskyy on Thursday thanked ""Joe Biden, Congress, and the American people"" for the latest ...",2024-01-30 08:58:10.266958
/watch?v=44lp4_csm4w&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@WION,WION,US Senate Republicans block Ukraine aid bill over immigration row | WION,8.9K,1 month,"The Senate has blocked a supplemental funding bill that included financial aid for Ukraine, Israel, and Taiwan as well as ...",2024-01-30 08:58:10.268962
/watch?v=JEPQRqSF-DM&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,Ukraine faces Russian attacks as U.S. aid stalls in Congress,129K,3 weeks,"Ukraine says a Russian attack on two of its largest cities has left four people dead. George Beebe, director of grand strategy at the ...",2024-01-30 08:58:10.277597
/watch?v=4Hzktr89hvQ&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ForbesBreakingNews,Forbes Breaking News,JUST IN: Pentagon Denies Claims Of 'Illicit Diversion' Of US Aid To Ukraine Amid DODIG Investigation,35K,2 weeks,Pentagon Press Secretary Major General Pat Ryder was asked about an ongoing investigation by the Department of Defense ...,2024-01-30 08:58:10.286444
/watch?v=H0X5xwzipc8&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSChicago,CBS Chicago,Ukraine struggles to defend against Russian invasion as U.S. aid dries up,16K,2 weeks,Ukrainian President Volodymyr Zelenskyy is set to travel to Switzerland to ensure more support from allies in his country's fight ...,2024-01-30 08:58:10.292570
/watch?v=Ozdz3JHx_VM&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,Biden announces final Ukraine aid package of 2023,81K,1 month,The Biden administration announced an additional $250 million in military aid for Ukraine on Wednesday. CBS News ...,2024-01-30 08:58:10.298276
/watch?v=wqboJQLrCII&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@Channel4News,Channel 4 News,Ukraine gets ‘final’ $250m US aid - Congress urged to approve new deal ‘quickly’,20K,1 month,"President Zelenskyy said Ukraine would ""always be grateful"" for the continued support - as they battle to hold back Russian forces ...",2024-01-30 08:58:10.300326
/watch?v=sU1EDwQQ-ns&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBCNews,CBC News,U.S. sends $250M in military aid to Ukraine,9.1K,1 month,The White House will send up to $250 million in arms and equipment to Ukraine in the U.S.'s final aid package this year to help ...,2024-01-30 08:58:10.312121
/watch?v=Vkamgm8y7CU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BBCNews,BBC News,US Republicans block Ukraine and Israel aid bill - BBC News,286K,1 month,US Senate Republicans have blocked a move to pass an aid bill for Ukraine after failing to secure border compromises they ...,2024-01-30 08:58:10.321557
/watch?v=4fgp6De3aB4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@NBCNews,NBC News,Ukraine asking for more fighters as fight over more aid from U.S. continues,98K,1 month,Ukrainian President Volodymyr Zelenskyy reveals the army needs nearly 500000 people to mobilize for fighting before U.S. aid ...,2024-01-30 08:58:10.323775
/watch?v=Ziiznv8_z5E&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@PBSNewsHour,PBS NewsHour,Former NATO chief on what's at stake as U.S. debates military aid for Ukraine,44K,12 days,Critical U.S. aid to Ukraine is still being held up in ongoing negotiations between Congress and the White House over funding for ...,2024-01-30 08:58:10.330695
/watch?v=Yt1nFeN9fAg&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@UATVEnglish,UATV English,Military aid to Ukraine: why it is a Win-Win for the U.S.,3.3K,3 months,"Since 2022, most of the Russian military, political, and economic power has been directed against the sovereign state of Ukraine.",2024-01-30 08:58:10.338361
/watch?v=uwG0bYYvEUE&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@wsj,The Wall Street Journal,Ukraine War Aid: Where Have U.S. Funds Gone and Why Has Support Stalled? | WSJ,306K,17 hours,The political stalemate in Washington is now impairing Ukraine's efforts to repel Russia's invasion. House Republicans say they ...,2024-01-30 08:58:17.513875
/watch?v=YwXwjG9093E&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@TODAY,TODAY,Biden vows to shut down border if Congress locks immigration deal,267K,19 hours,The White House and a group of senators are close to a bipartisan border security deal that includes tougher border measures ...,2024-01-30 08:58:17.517615
/shorts/X8_-XHROQLQ,/@YahooFinance,Yahoo Finance,Ukraine to receive $800M in military aid from U.S.,8.9K,1 year,"About Yahoo Finance: At Yahoo Finance, you get free stock quotes, up-to-date news, portfolio management resources, ...",2024-01-30 08:58:17.521180
/watch?v=7gYpJotNUEs&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BeastPhilanthropy,Beast Philanthropy,"We Gave $3,000,000 of Aid to Ukrainian Refugees!",12M,1 year,100% of these funds will go directly to our mission of helping those affected by the war in Ukraine. We couldn't have pulled off this ...,2024-01-30 08:58:17.524491
/watch?v=tk3KRdaNpGk&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ATPGeo,ATP Geopolitics,Ukraine War Update NEWS (2024024b): Military Aid - EDA Could Be a Game-Changer,12K,5 days,Here is today's UWU NEWS giving you all the nuggets you need to add to your understanding of events. Discord: ...,2024-01-30 08:58:17.527481
/watch?v=7jm2Y5owvEU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@WION,WION,Russia-Ukraine war: U.S. releases final package of authorised military aid for Ukraine | WION,8.1K,1 month,"The United States President Joe Biden's administration, on Wednesday (Dec 27) announced another tranche of military aid for ...",2024-01-30 08:58:17.530574
/watch?v=TJrMEPaVYPw&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@HT-Videos,Hindustan Times,U.S. 'Disappoints' Zelensky; Military Aid To Ukraine 'Stopped' As Putin's War Intensifies,64K,2 weeks,The White House has confirmed that U.S. military aid to Ukraine has now stopped. The U.S.' aid has stopped due to differences ...,2024-01-30 08:58:17.534064
/watch?v=ud0OVHxNOF0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BBCNews,BBC News,Ukraine's Zelensky facing US political deadlock over aid | BBC News,110K,1 month,Volodymyr Zelensky's third visit to Washington on Tuesday was a last-ditch effort to win new military aid from Congress before the ...,2024-01-30 08:58:17.537622
/watch?v=lqYDuY4bQug&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@dwnews,DW News,"US Senate Republicans block military aid for Israel, Ukraine and Taiwan | DW News",72K,1 month,US Republican senators have blocked a bill aimed at providing billions of dollars of military aid to Ukraine and Israel. They insist ...,2024-01-30 08:58:17.541920
/watch?v=zGKE3aaz1kQ&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CNN,CNN,Ukraine turns to cheaper drones as US aid stalls,82K,1 month,"CNN's Nick Paton Walsh reports from Kherson, Ukraine, as soldiers are forced to get creative and use cheaper, one-way drones ...",2024-01-30 08:58:17.544811
/watch?v=G8UjlXJStB8&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@SkyNews,Sky News,Can Zelenskyy win more military aid from the US? | Ukraine war,175K,1 month,Military analyst Professor Michael Clarke analyses the prospects for Volodymyr Zelenskyy's visit to the US to seek further military ...,2024-01-30 08:58:17.551019
/watch?v=kY49Ds-FQtg&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@WashingtonPost,Washington Post,Biden appeals to Congress for Ukraine aid,39K,1 month,"President Biden urged Congress on Dec. 6 to approve billions in Ukraine aid, warning that failure would empower Russian ...",2024-01-30 08:58:17.553798
/watch?v=gShGLsFIWA0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@HT-Videos,Hindustan Times,Pentagon's Big Warning To U.S. Congress Over Ukraine Aid; 'Running Low On Money...',66K,3 months,The Pentagon had reportedly warned the U.S. Congress that it was running low on money to replace weapons sent to Ukraine.,2024-01-30 08:58:17.558122
/watch?v=rgq3TIgomdc&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@globalnews,Global News,US narrowly avoids government shutdown in deal which omits aid to Ukraine,16K,3 months,"In Washington, a government shutdown was barely averted this morning, but the deal did not include funding for Ukraine and it ...",2024-01-30 08:58:17.561489
/shorts/TdS4XkvNPIs,/@VOANews,Voice of America,Biden Says US Will Continue to Send Military Aid to Ukraine #shorts,32K,1 year,"The United States will continue to send military aid to Ukraine because Russian President Vladimir Putin ""can't seize his ...",2024-01-30 08:58:17.563863
/watch?v=oi65HTEyxX8&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@PBSNewsHour,PBS NewsHour,"Possible deal on Ukraine aid, immigration reform at risk of collapsing",14K,4 days,High-stakes negotiations in Washington over two intertwined and looming issues were derailed on Thursday. The possible deals ...,2024-01-30 08:58:17.565621
/watch?v=XTrT4JAWMV4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@France24_en,FRANCE 24 English,Future of US aid for Kyiv hangs in balance after last-gasp deal • FRANCE 24 English,3.1K,3 months,The US legislation approved on September 30 to keep the federal government running until Nov. 17 dropped provisions on ...,2024-01-30 08:58:17.567314
/watch?v=y7TlZsjZ0d8&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CityNews,CityNews,‘Not much time’ to keep U.S. aid flowing to Ukraine,21K,3 months,Lawmakers in Washington avoided a costly government shutdown — at a cost to Ukraine. Caryn Ceolin with the U.S. president's ...,2024-01-30 08:58:17.571075
/watch?v=ozQYnytqbTE&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@UATVEnglish,UATV English,US Aid to Ukraine Supported by Zelenskyy's Visit – Taylor,4.8K,1 month,"William Taylor, US Ambassador to Ukraine from 2006–2009, is sure that any foreign visit of the Ukrainian President is essential.",2024-01-30 08:58:17.574970
/watch?v=l00dLXooMvY&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BBCNews,BBC News,Ukraine war: Zelensky arrives in US in bid to rescue $60bn military aid | BBC News,116K,1 month,Ukrainian President Volodymyr Zelensky has arrived in Washington DC to try to rescue an imperilled US defence package to Kyiv ...,2024-01-30 08:58:17.578533
/watch?v=tgazVNrde70&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ABCNews,ABC News,Biden urges Congress to approve U.S. aid to Ukraine in meeting with Zelenskyy,10K,1 month,Key moments: 00:00 Biden meeting with Zelenskyy 05:14 ABC News analysis with Karen Travers and Jay O'Brien Watch ABC ...,2024-01-30 08:58:27.409517
/watch?v=5teCc335kcs&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CNN,CNN,Why NATO chief is counting on Congress to re-up Ukraine military aid,135K,1 month,CNN's Christiane Amanpour speaks with NATO chief Jens Stoltenberg about the future of NATO and Ukraine's war with Russia ...,2024-01-30 08:58:27.418153
/watch?v=qcPbr87NujU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSChicago,CBS Chicago,U.S. aid to Ukraine running out without action from Congress,6.4K,1 month,"The White House says Ukraine is getting one more aid package this month, but after that help isn't coming unless Congress acts.",2024-01-30 08:58:27.423468
/watch?v=VHlRTxQvAu4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@KTVUFox2,KTVU FOX 2 San Francisco,US announces aid package for Ukraine,20K,1 month,The Defense Department announced a security assistance package for Ukraine valued at up to $250 million. The package ...,2024-01-30 08:58:27.427780
/watch?v=W3m-5IDvomM&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@guardiannews,Guardian News,Biden confirms more military aid for Ukraine in Zelenskiy meeting,11K,4 months,Biden said he was counting on Congress to make a 'good judgment' when it came to more funding for Ukraine. The administration ...,2024-01-30 08:58:27.431482
/watch?v=BhdiZ8vscjg&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@France24_en,FRANCE 24 English,Military aid to Ukraine: US already spent more than $43 billion in security assistance • FRANCE 24,9.3K,5 months,The United States and the EU have provided billions of euros in security funding for Ukraine since the war began. With Kyiv's ...,2024-01-30 08:58:27.435297
/watch?v=uGEjKkOSnZY&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@thehill,The Hill,US Aid to Ukraine IS OVER: Zelensky Visits Davos World Economic Forum to BEG for More Money: Rising,125K,13 days,Briahna Joy Gray and Robby Soave discuss updates on the Ukraine-Russia War. #Zelenksy About Rising: Rising is a weekday ...,2024-01-30 08:58:27.438577
/watch?v=ZDe_6j4IJNU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ABCNews,ABC News,Ukraine's fight for military aid,58K,13 days,ABC News' Tom Soufi Burridge reports as Ukraine forces attempt to prepare for a new major Russian offensive as the fate of new ...,2024-01-30 08:58:27.442120
/watch?v=zQN290oD57o&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ForbesBreakingNews,Forbes Breaking News,John Kirby Asked Point Blank If US Aid For Ukraine Is ‘De Facto Over’,8.3K,13 days,"During a virtual press briefing on Tuesday, Admiral John Kirby was asked about aid for Ukraine and Jake Sullivan's talks with ...",2024-01-30 08:58:27.445776
/watch?v=J9nc0Q-pbaI&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,Investigating how U.S. aid for Ukraine is spent,6.2K,4 months,"A new ""60 Minutes"" report that aired over the weekend showcased how U.S. money to Ukraine is distributed and ultimately spent, ...",2024-01-30 08:58:27.449353
/watch?v=JeM5a0PPkhU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,What happens if U.S. aid to Ukraine runs out?,67K,1 month,"The White House has warned Congress that the U.S. is running out of money for Ukraine. Connor O'Brien, defense reporter for ...",2024-01-30 08:58:27.453542
/watch?v=zFc_z1O-OWo&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@telegraph,The Telegraph,Putin invites Biden ‘for tea' as US-supplied ATACMS arrive in Ukraine,2M,3 months,"Vladimir Putin has invited Joe Biden for tea, suggesting that he take back the long-range Army Tactical Missile System (Atacms) ...",2024-01-30 08:58:27.456720
/watch?v=FiFuBwshBqs&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@VOANews,Voice of America,Looming Shutdown Threatens US Aid to Ukraine | VOANews,4K,2 months,Biden administration officials warned U.S. lawmakers Wednesday that a failure to pass the White House request for $61.4 billion ...,2024-01-30 08:58:27.459345
/watch?v=WPm6PNJFRpA&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@FoxBusiness,Fox Business,Polish president details Ukraine's fate if US stops sending aid amid war with Russia,45K,10 days,"Poland President Andrzej Duda discusses the impact of the Ukraine war on Poland, its economy and the political conflict taking ...",2024-01-30 08:58:27.461883
/watch?v=64pnI2LDjXc&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@dwnews,DW News,US and EU struggle to keep funding Ukraine war | DW News,76K,4 weeks,Ukraine's most important allies are facing limited political room to maneuver. The European Union has failed to come up with a ...,2024-01-30 08:58:27.464903
/watch?v=JOEDA37CnZ0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@HT-Videos,Hindustan Times,'Don't Let Putin Win': Biden 'Begs' Yet U.S. Senate Blocks Aid For Ukraine & Israel | Watch,110K,1 month,"In a major embarrassment for U.S. president Joe Biden, the Senate blocked an aid package which included funds for Ukraine and ...",2024-01-30 08:58:27.467993
/watch?v=AzaWehfBY-0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,"Ukrainian lawmaker worries country is ""finished"" without U.S. funds",14K,2 weeks,"Additional funding for Ukraine has stalled in Congress and that's sparking great concern in Kyiv, which is still holding its ground ...",2024-01-30 08:58:27.472396
/watch?v=Z7GVmNN7kq0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BBCNews,BBC News,Why is Western aid to Ukraine falling? - BBC News,187K,1 month,Commitments of aid to Ukraine are at the lowest since the invasion by Russia began. The country has been relying on Western ...,2024-01-30 08:58:27.478323
/watch?v=Iw15103tIY0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@guardiannews,Guardian News,Biden says 'brinkmanship has to end' after US shutdown avoided but Ukraine aid left out,9.1K,3 months,The president lambasted Republicans for holding up government spending talks and assured Ukraine that US support and aid ...,2024-01-30 08:58:27.481859
/watch?v=d-Z0k20gRlU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@Reuters,Reuters,Blinken: More than $1 billion in new US aid to Ukraine,50K,4 months,"Secretary of State Antony Blinken, the first top US official to visit Kyiv since the counteroffensive began in early June, announced a ...",2024-01-30 08:58:27.487075
/watch?v=b8gb0-UvDsw&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CNN,CNN,US searches for ways to keep aid flowing to Ukraine before funding runs out,65K,3 months,The US will transfer thousands of seized Iranian weapons and rounds of ammunition to Ukraine. The move could help to alleviate ...,2024-01-30 08:58:36.220639
/watch?v=jBAmA2jZzFY&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@WION,WION,Russia-Ukraine war: U.S. releases aid package for Kyiv provides up to $250 mn of arms & equipment,11K,1 month,"The United States President Joe Biden's administration, on Wednesday (Dec 27) announced another tranche of military aid for ...",2024-01-30 08:58:36.223596
/watch?v=CKooArXhs1k&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSEveningNews,CBS Evening News,"Senate Republicans block Ukraine, Israel aid bill",158K,1 month,"A Senate bill that would provide more than $100 billion in aid, primarily to Israel and Ukraine, was blocked by Republicans, who ...",2024-01-30 08:58:36.225065
/watch?v=cE7chGlMAok&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,Zelenskyy tours Baltic states as Ukraine grows desperate for military aid,28K,2 weeks,Ukrainian President Volodymyr Zelenskyy is touring the Baltic countries to garner support for more military aid in the country's war ...,2024-01-30 08:58:36.226483
/watch?v=kvsg2VIQDMA&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@thehill,The Hill,U.S. Cash for Ukraine DRIES UP as Zelensky Hits Davos for ANOTHER CHECK: Rising Reacts,64K,8 days,About Rising: Rising is a weekday morning show with bipartisan hosts that breaks the mold of morning TV by taking viewers ...,2024-01-30 08:58:36.228645
/watch?v=Z-YYL4UohjY&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSMornings,CBS Mornings,Blinken expected to announce billion-dollar aid package for Ukraine during visit,2.4K,4 months,Secretary of State Antony Blinken is in Ukraine in a public display of U.S. support for the continued fight against Russia. As CBS ...,2024-01-30 08:58:36.232339
/watch?v=_tBHGm065W4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,Ukraine aid dropped from bill to avert government shutdown,39K,3 months,Funding for Ukraine was noticeably absent from the bipartisan bill passed by Congress Saturday night that will keep the ...,2024-01-30 08:58:36.234392
/watch?v=U45f47ymHi4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@livenowfox,LiveNOW from FOX,Zelenskyy pleads for U.S. aid to Ukraine ahead of Biden meeting | LiveNOW from FOX,11K,1 month,"Ukrainian President Zelenskyy is scheduled to meet with President Biden Tuesday at the White House, with more U.S. aid to ...",2024-01-30 08:58:36.236098
/watch?v=wbPxLWJWlHo&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@NBCNews,NBC News,New U.S. aid package to Ukraine will be valued at up to $325 million,21K,4 months,NBC News White House Correspondent Allie Raffa and NBC News Capitol Hill Correspondent Julie Tsirkin join Meet the Press ...,2024-01-30 08:58:36.237491
/watch?v=MvHmu7mvpUo&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@CBSNews,CBS News,"House and Senate Republicans at odds over border security, Ukraine aid",6.9K,12 days,President Biden is meeting with congressional leaders at the White House in another attempt to pass a foreign aid package that ...,2024-01-30 08:58:36.238908
/watch?v=VnXJT_yTqRU&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@BBCNews,BBC News,Ukraine war: Kyiv forced to cut military operations as foreign aid dries up | BBC News,337K,1 month,Ukraine has warned it is already being forced to downsize some military operations because of a drop-off in foreign aid.,2024-01-30 08:58:36.241318
/watch?v=8YaypkNGlKc&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@NBCNews,NBC News,U.S to give Ukraine an additional $325 million in military aid,97K,4 months,"After meeting with Ukrainian President Zelensky, President Joe Biden announced that the U.S. will provide Ukraine with an ...",2024-01-30 08:58:36.242866
/watch?v=jj8BB-quFnw&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@msnbc,MSNBC,Zelenskyy makes pitch to Republicans for Ukraine military aid,120K,1 month,President Zelenskyy visited Capitol Hill to urge Congress to approve military aid to Ukraine. Funding is still tied up over stalled ...,2024-01-30 08:58:36.244277
/watch?v=x2l0nz2NAQA&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@aljazeeraenglish,Al Jazeera English,Slovakia’s populist party opposed to Ukraine aid wins vote,19K,3 months,The populist party of former Prime Minister Robert Fico that wants to stop military aid to Ukraine and is critical of the European ...,2024-01-30 08:58:36.245742
/watch?v=zlV9gSl0hkA&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@globalnews,Global News,US Senate Republicans block Ukraine aid bill,26K,1 month,Hours after U.S. President Joe Biden made a last-ditch plea for Congress to approve billions more dollars in military aid for ...,2024-01-30 08:58:36.247284
/watch?v=S5PQvX503v0&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@ForbesBreakingNews,Forbes Breaking News,State Department Spox: US Can Only Send Ukraine One More Aid Package Without Help From Congress,4.8K,1 month,State Department Spokesperson Matthew Miller held a press briefing on Tuesday where he was asked about aid for Ukraine.,2024-01-30 08:58:36.252307
/watch?v=lEfcaJvriR4&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@Firstpost,Firstpost,US to Stop Funding Ukraine's War Effort? | Vantage with Palki Sharma,294K,1 month,"US to Stop Funding Ukraine's War Effort? | Vantage with Palki Sharma The White House has warned that ""there is no money"" left ...",2024-01-30 08:58:36.254183
/shorts/auEIdfq2Cmk,/@BloombergQuicktake,Bloomberg Quicktake,Biden Asks Congress for $24 Billion More in Ukraine Aid,30K,5 months,President Joe Biden set up a clash with House Republicans by asking lawmakers to approve billions more dollars for Ukraine's ...,2024-01-30 08:58:36.255658
/shorts/IVLrILXgLFc,/@BloombergQuicktake,Bloomberg Quicktake,Putin: Ukraine Would Have 'One Week Left' If West Cut Off Aid,2M,3 months,"Russian President Vladimir Putin said on Thursday, October 5, that Ukraine would have a “week to live” if arms supplies from ...",2024-01-30 08:58:36.257274
/watch?v=giSwyJT0LVk&pp=ygUOVVMgYWlkIFVrcmFpbmU%3D,/@NBCNews,NBC News,Zelenskyy aide says Ukraine faces risk of losing war without more U.S. military aid,17K,1 month,"Ukrainian President Zelenskyy's top aide warned that without more U.S. military aid, Ukraine faces a “big risk” of losing the war.",2024-01-30 08:58:36.258766
